text,label,x0,y0,x1,y1,width,height,page,pdf
"10. See K AREN B RADSHAW , W ILDLIFE  AS P ROPERTY O WNERS : A N EW C ONCEPTION  OF A NIMAL R IGHTS 15 (2020) ('Although environmental and natural resources law scholars have long studied  wildlife,  they  have  only  recently  begun  situating  wildlife  concerns  in  the  animal  law conversation.'). This is not to say that legal scholars have neglected the tension between holism and individuals completely. See, e.g. , E RIC T. F REYFOGLE , J USTICE AND THE E ARTH : I MAGES FOR O UR P LANETARY S URVIVAL 80-84 (1993). This debate has deeper roots in non-legal disciplines. See, e.g. , D ALE J AMIESON , E THICS  AND  THE E NVIRONMENT : A N I NTRODUCTION 169-80 (2008) (discussing tradeoffs between animal interests and conservation based interests); G ARY E. V ARNER , I N N ATURE ' S I NTERESTS ?: I NTERESTS , A NIMAL R IGHTS , AND E NVIRONMENTAL E THICS 98-120 (1998) (attempting to reconcile animal interests with conservation-based culling); see also generally Kristy M. Ferraro, Anthony L. Ferraro, A.Z. Andis Arietta & Nathalie R. Sommer, Revisiting Two Dogmas of Conservation Science , 37 C ONSERVATION B IO . 1, (2023) (challenging the dogma that individuals are unimportant to conservation science); Holmes Rolston III, Respect for Life: Counting What Singer Finds of No Account , in S INGER AND H IS C RITICS (Dale Jamieson ed., 1999) (advocating for moral concern for nature beyond individual sentient beings).",footnote,226,504,778,689,552,185,5,california_law_review_Crafting_a_New_Conservationism
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
SOCIAL JUSTICE CONFLICTS IN PUBLIC LAW,page_header,330,106,665,117,335,11,35,california_law_review_Social_Justice_Conflicts_in_Public_Law
"210. Cf. Henley, supra note 134, at 125 (advocating that mid-level principles are needed to justify problematic  rule  application  situations).  To  my  knowledge,  only  two  scholars  have  proposed  to institutionalize  a  mid-level  justice  principle  that  could  analyze  social  justice  claims,  but  neither recognizes their theory as implementing mid-level justice principles. See M ATTHEW D. A DLER , W ELL -B EING AND F AIR D ISTRIBUTION (2011) (proposing that potential regulations be analyzed according to their social welfare functions while embracing the theory of prioritiarianism to evaluate them); Farber, supra note 58, at 29 (proposing a theory of social justice based on 'equal protection from equal harms'). Such  mid-level  theories  of  justice,  if  deemed  normatively  desirable,  can  be  folded  into  the  wider conceptual argument and framework of this Article.",footnote,226,697,778,807,552,110,39,california_law_review_Social_Justice_Conflicts_in_Public_Law
"135. Legal responsibility may have some effect even on the judgment-proof, insofar as they may hope or expect to not remain so forever. Ownership also confronts owners with the opportunity cost of failing to make valuable use of the property, where such use is possible. Even a largely theoretical responsibility for the downsides associated with the property might cause owners to pay attention to the upsides as well.",footnote,160,478,850,547,690,69,31,columbia_forcings
Figure 10. Proportion of Applications with a One-Word Nonsense Mark,caption,263,378,763,389,500,11,47,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
148. See C AL . E LEC . C ODE § 9215.,footnote,249,761,454,769,205,8,17,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,62,california_law_review_Crafting_a_New_Conservationism
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,4,california_law_review_Social_Justice_Conflicts_in_Public_Law
Figure 3. Revised T-shirt design,caption,263,140,489,151,226,11,18,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Starting around 1925, Sears launched retail stores and married them with its mail-order business. 325 With this combination of urban retail and rural mail order, Sears became the largest U.S. retailer of general merchandise in the midtwentieth century. 326",body_text,226,504,779,565,553,61,57,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
A. Traditional Conservationism,heading,386,451,619,462,233,11,9,california_law_review_Crafting_a_New_Conservationism
"77 Id. The Jackson court found it unnecessary to proceed to the second step of the process it established, and therefore did not 'separately address the materiality of the Brady violations.' Id . at 107677.",footnote,124,688,903,732,779,44,14,boston_college_law_review_Untitled
Figure 3. Revised T-shirt design,caption,263,140,489,151,226,11,18,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"It is easier to grasp what the ownership strategy does by examining its metaphorical application to a different area of law-tort. Arthur Ripstein has developed a concept of 'risk ownership' that makes people owners (in some sense) of the risks they create by acting in the world. 95 On this view, actors are properly saddled with (some) actual outcomes that flow from their behavior, not the expected value of the risks they generate. 96 This, after all, is what it means to be an owner.",body_text,146,258,837,376,691,118,24,columbia_forcings
"80. Landscape  Forms,  Inc.  v.  Columbia  Cascade  Co.,  113  F.3d  373,  380  (2d  Cir.  1997). Trademark scope also turns on the categorization of a claimed term: All else equal, terms classified as further along on the Abercrombie distinctiveness spectrum get broader protection. Fromer, supra note 21, at 227-29.",footnote,226,773,778,820,552,47,14,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
2. Network Solutions Policy,heading,256,618,464,629,208,11,58,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,74,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"351. I  have  previously  identified  that  rectifying  socioeconomic  disparities  among  interested parties is a matter of primary importance to improving the legitimacy of agency policymaking. Havasy, supra note 236 at 712-14; Havasy, supra note 34, at 820-21.",footnote,226,672,778,706,552,34,64,california_law_review_Social_Justice_Conflicts_in_Public_Law
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
"52. See N EWMAN , V ARNER & L INQUIST , supra note 40, at 394-400 (describing the implications of animal sentience for culling).",footnote,226,735,778,757,552,22,13,california_law_review_Crafting_a_New_Conservationism
"Figure 11. Number of Applications for a One-Word Nonsense Mark, by Filing Year",caption,263,140,779,167,516,27,48,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
Figure 10. Proportion of Applications with a One-Word Nonsense Mark,caption,263,378,763,389,500,11,47,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
DOI: https://doi.org/10.15779/Z387P8TG0V Copyright © 2025 Joshua C. Macey and Brian M. Richardson,page_footer,290,744,620,765,330,21,1,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
TABLE 2: ALIGNED AND MISALIGNED OWNERSHIP,caption,285,106,725,123,440,17,39,columbia_forcings
Figure 2. Shorebilly and design on T-shirt,caption,263,180,555,191,292,11,17,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
TABLE 2: ALIGNED AND MISALIGNED OWNERSHIP,caption,285,106,725,123,440,17,39,columbia_forcings
https://votescount.santacruzcountyca.gov/Portals/16/mar24/Official%20Results.pdf [https://perma.cc/92Y4-4VEA].,page_footer,226,773,674,795,448,22,23,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
STRUCTURAL INDETERMINACY,page_header,380,106,615,117,235,11,57,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
"The 'mingling' of right reason and custom pervaded both continental and common law sources at the founding,  and,  as  proponents  of  the  general  law contend, American lawyers who parsed the Constitution's references to great powers  continued  to  rely  on  this  mode  of  reasoning  into  the  nineteenth century. 168",body_text,226,416,779,493,553,77,35,california_law_review_Structural_Indeterminacy_and_the_Separation_of_Powers
TABLE 1: DOMAINS OF GOVERNMENT ACTION,caption,301,328,709,345,408,17,35,columbia_forcings
"239. The offloading of risk can be conceptualized as the division of ownership. See Barzel, supra note 92, at 6-7 (characterizing party who contracts to provide service for photocopier as 'a residual claimant from the servicing operation' and hence a partial owner of the copier). By this logic, mandatory elements of risk embedded in existing ownership forms represent a type of forcing, and government action to facilitate the shedding of risk represents a type of relieving.",footnote,160,715,850,798,690,83,57,columbia_forcings
"Figure 5. Proportion of Applications by Single and Ten+ Filers, by Filing Year",caption,263,229,779,257,516,28,31,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"300. See Saul Levmore, Takings, Torts, and Special Interests, 77 Va. L. Rev. 1333, 1344-48 (1991) (noting concerns about 'singling out' in takings context).",footnote,160,813,850,841,690,28,71,columbia_forcings
Congress providing mid-level justice principles that agencies must incorporate would provide a powerful mechanism to substantiate social justice across policy domains. Congress explicitly placing social justice principles in statutes  would  also  provide  both  political  cover  and  legal  ammunition  for agencies that are traditionally hesitant to enact regulatory purposes beyond the statutory text. 263,body_text,226,257,779,350,553,93,49,california_law_review_Social_Justice_Conflicts_in_Public_Law
Figure 8. Trademark registration for MUSTACHES,caption,263,140,623,151,360,11,41,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
SOCIAL JUSTICE CONFLICTS IN PUBLIC LAW,page_header,330,106,665,117,335,11,49,california_law_review_Social_Justice_Conflicts_in_Public_Law
21. Id. §§ 12181-12189.,footnote,256,723,404,731,148,8,4,california_law_review_Access_Without_the_ADA_The_Implications_of_the_Federal_Judiciarys_Exemption_from_Following_the_Disab
"A local government, for the purposes of housing elements, is defined as a city, city and county, or county. C AL . G OV ' T C ODE § 65582(d) (West 2025). I use the term in the same way in this Note.",body_text,226,533,778,567,552,34,3,california_law_review_Revisiting_City_of_Morgan_Hill_Fixing_Californias_Direct_Democracy_Preemption_Test
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,8,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
CALIFORNIA LAW REVIEW,page_header,399,106,592,117,193,11,14,california_law_review_Amazons_Quiet_Overhaul_of_the_Trademark_System
"Political institutions can adopt specific mid-level justice principles to serve as standing methods of qualitative reasoning to analyze social justice claims and resolve justice conflicts. By doing so, the political institution justified ex ante its adoption  of  the  mid-level  justice  principle  before  the  institution  engages  in policymaking regarding any specific policy issue. The institution is not creating ad hoc forms of qualitative reasoning to resolve a particular justice conflict, but rather calling upon an already justified second-order mode of decision to help resolve this particular justice conflict and similar ones in the future.",body_text,226,239,779,365,553,126,39,california_law_review_Social_Justice_Conflicts_in_Public_Law
